datum,ISTAT_code,name_IT,totals
2020-03-21,21001,ALDINO,1
2020-03-21,21004,APPIANO SULLA STRADA DEL VINO,10
2020-03-21,21006,BADIA,7
2020-03-21,21007,BARBIANO,1
2020-03-21,21008,BOLZANO,141
2020-03-21,21009,BRAIES,1
2020-03-21,21010,BRENNERO,4
2020-03-21,21011,BRESSANONE,26
2020-03-21,21012,BRONZOLO,1
2020-03-21,21013,BRUNICO,9
2020-03-21,21015,CALDARO SULLA STRADA DEL VINO,9
2020-03-21,21016,CAMPO DI TRENS,5
2020-03-21,21017,CAMPO TURES,2
2020-03-21,21019,CASTELROTTO,46
2020-03-21,21021,CHIENES,5
2020-03-21,21022,CHIUSA,6
2020-03-21,21023,CORNEDO ALL'ISARCO,6
2020-03-21,21026,CORVARA IN BADIA,11
2020-03-21,21027,CURON VENOSTA,2
2020-03-21,21028,DOBBIACO,1
2020-03-21,21029,EGNA,6
2020-03-21,21030,FALZES,1
2020-03-21,21031,FIE' ALLO SCILIAR,3
2020-03-21,21032,FORTEZZA,1
2020-03-21,21033,FUNES,1
2020-03-21,21034,GAIS,1
2020-03-21,21038,LAGUNDO,3
2020-03-21,21039,LAION,8
2020-03-21,21040,LAIVES,12
2020-03-21,21041,LANA,1
2020-03-21,21042,LASA,2
2020-03-21,21047,MAREBBE,5
2020-03-21,21051,MERANO,39
2020-03-21,21052,MONGUELFO - TESIDO,2
2020-03-21,21053,MONTAGNA,4
2020-03-21,21054,MOSO IN PASSIRIA,3
2020-03-21,21055,NALLES,2
2020-03-21,21056,NATURNO,1
2020-03-21,21057,NAZ-SCIAVES,4
2020-03-21,21059,NOVA PONENTE,2
2020-03-21,21060,ORA,6
2020-03-21,21061,ORTISEI,34
2020-03-21,21067,PRATO ALLO STELVIO,1
2020-03-21,21068,PREDOI,1
2020-03-21,21070,RACINES,4
2020-03-21,21072,RENON,5
2020-03-21,21073,RIFIANO,1
2020-03-21,21074,RIO DI PUSTERIA,1
2020-03-21,21075,RODENGO,2
2020-03-21,21076,SALORNO SULLA STRADA DEL VINO,5
2020-03-21,21077,SAN CANDIDO,3
2020-03-21,21079,SAN GENESIO ATESINO,1
2020-03-21,21080,SAN LEONARDO IN PASSIRIA,1
2020-03-21,21081,SAN LORENZO DI SEBATO,2
2020-03-21,21083,SAN MARTINO IN PASSIRIA,1
2020-03-21,21084,SAN PANCRAZIO,1
2020-03-21,21085,SANTA CRISTINA VALGARDENA,15
2020-03-21,21086,SARENTINO,1
2020-03-21,21087,SCENA,1
2020-03-21,21089,SELVA DI VAL GARDENA,32
2020-03-21,21093,SILANDRO,2
2020-03-21,21097,TERLANO,6
2020-03-21,21099,TESIMO,2
2020-03-21,21101,TIROLO,2
2020-03-21,21102,TRODENA NEL PARCO NATURALE,1
2020-03-21,21104,ULTIMO,1
2020-03-21,21105,VADENA,1
2020-03-21,21106,VALDAORA,5
2020-03-21,21107,VAL DI VIZZE,6
2020-03-21,21108,VALLE AURINA,3
2020-03-21,21110,VANDOIES,1
2020-03-21,21111,VARNA,4
2020-03-21,21115,VIPITENO,9
2020-03-21,21116,VELTURNO,2
2020-03-21,21117,LA VALLE,3
2020-03-21,21118,SENALE-SAN FELICE,2
