datum,ISTAT_code,name_IT,totals
2020-11-15,1024,BEINASCO,1
2020-11-15,1125,IVREA,1
2020-11-15,1139,LUSERNA SAN GIOVANNI,1
2020-11-15,1156,MONCALIERI,1
2020-11-15,1272,TORINO,5
2020-11-15,3106,NOVARA,1
2020-11-15,5015,CALOSSO,1
2020-11-15,6047,CASTELLAZZO BORMIDA,1
2020-11-15,6094,MIRABELLO MONFERRATO,1
2020-11-15,6174,TORTONA,1
2020-11-15,10025,GENOVA,9
2020-11-15,10028,LAVAGNA,1
2020-11-15,10046,RAPALLO,1
2020-11-15,12014,BIANDRONNO,1
2020-11-15,13040,CAMPIONE D'ITALIA,1
2020-11-15,13046,CARIMATE,1
2020-11-15,13075,COMO,1
2020-11-15,13157,MONTORFANO,1
2020-11-15,15027,BOLLATE,1
2020-11-15,15140,MELEGNANO,1
2020-11-15,15146,MILANO,6
2020-11-15,15250,BARANZATE,3
2020-11-15,16193,SARNICO,1
2020-11-15,17029,BRESCIA,3
2020-11-15,17179,SIRMIONE,1
2020-11-15,18083,LOMELLO,2
2020-11-15,18182,VOGHERA,1
2020-11-15,19036,CREMONA,1
2020-11-15,21001,ALDINO,34
2020-11-15,21002,ANDRIANO,25
2020-11-15,21003,ANTERIVO,14
2020-11-15,21004,APPIANO SULLA STRADA DEL VINO,451
2020-11-15,21005,AVELENGO,10
2020-11-15,21006,BADIA,60
2020-11-15,21007,BARBIANO,26
2020-11-15,21008,BOLZANO,4593
2020-11-15,21009,BRAIES,29
2020-11-15,21010,BRENNERO,59
2020-11-15,21011,BRESSANONE,589
2020-11-15,21012,BRONZOLO,118
2020-11-15,21013,BRUNICO,514
2020-11-15,21014,CAINES,7
2020-11-15,21015,CALDARO SULLA STRADA DEL VINO,208
2020-11-15,21016,CAMPO DI TRENS,101
2020-11-15,21017,CAMPO TURES,91
2020-11-15,21018,CASTELBELLO-CIARDES,22
2020-11-15,21019,CASTELROTTO,132
2020-11-15,21020,CERMES,44
2020-11-15,21021,CHIENES,71
2020-11-15,21022,CHIUSA,147
2020-11-15,21023,CORNEDO ALL'ISARCO,126
2020-11-15,21024,CORTACCIA SULLA STRADA DEL VINO,26
2020-11-15,21025,CORTINA SULLA STRADA DEL VINO,19
2020-11-15,21026,CORVARA IN BADIA,37
2020-11-15,21027,CURON VENOSTA,38
2020-11-15,21028,DOBBIACO,53
2020-11-15,21029,EGNA,155
2020-11-15,21030,FALZES,76
2020-11-15,21031,FIE' ALLO SCILIAR,59
2020-11-15,21032,FORTEZZA,28
2020-11-15,21033,FUNES,54
2020-11-15,21034,GAIS,77
2020-11-15,21035,GARGAZZONE,49
2020-11-15,21036,GLORENZA,27
2020-11-15,21037,LACES,58
2020-11-15,21038,LAGUNDO,123
2020-11-15,21039,LAION,71
2020-11-15,21040,LAIVES,963
2020-11-15,21041,LANA,234
2020-11-15,21042,LASA,77
2020-11-15,21043,LAUREGNO,2
2020-11-15,21044,LUSON,23
2020-11-15,21045,MAGRE' SULLA STRADA DEL VINO,27
2020-11-15,21046,MALLES VENOSTA,203
2020-11-15,21047,MAREBBE,80
2020-11-15,21048,MARLENGO,38
2020-11-15,21049,MARTELLO,11
2020-11-15,21050,MELTINA,47
2020-11-15,21051,MERANO,1005
2020-11-15,21052,MONGUELFO - TESIDO,123
2020-11-15,21053,MONTAGNA,45
2020-11-15,21054,MOSO IN PASSIRIA,34
2020-11-15,21055,NALLES,70
2020-11-15,21056,NATURNO,84
2020-11-15,21057,NAZ-SCIAVES,66
2020-11-15,21058,NOVA LEVANTE,36
2020-11-15,21059,NOVA PONENTE,59
2020-11-15,21060,ORA,128
2020-11-15,21061,ORTISEI,87
2020-11-15,21062,PARCINES,45
2020-11-15,21063,PERCA,30
2020-11-15,21064,PLAUS,17
2020-11-15,21065,PONTE GARDENA,7
2020-11-15,21066,POSTAL,49
2020-11-15,21067,PRATO ALLO STELVIO,115
2020-11-15,21068,PREDOI,13
2020-11-15,21069,PROVES,1
2020-11-15,21070,RACINES,232
2020-11-15,21071,RASUN ANTERSELVA,91
2020-11-15,21072,RENON,145
2020-11-15,21073,RIFIANO,20
