datum,ISTAT_code,name_IT,totals
2020-11-10,1125,IVREA,1
2020-11-10,1139,LUSERNA SAN GIOVANNI,1
2020-11-10,1156,MONCALIERI,1
2020-11-10,1272,TORINO,5
2020-11-10,3106,NOVARA,1
2020-11-10,5015,CALOSSO,1
2020-11-10,6047,CASTELLAZZO BORMIDA,1
2020-11-10,6174,TORTONA,1
2020-11-10,10025,GENOVA,9
2020-11-10,10028,LAVAGNA,1
2020-11-10,10046,RAPALLO,1
2020-11-10,12014,BIANDRONNO,1
2020-11-10,13040,CAMPIONE D'ITALIA,1
2020-11-10,13046,CARIMATE,1
2020-11-10,13075,COMO,1
2020-11-10,13157,MONTORFANO,1
2020-11-10,15027,BOLLATE,1
2020-11-10,15140,MELEGNANO,1
2020-11-10,15146,MILANO,5
2020-11-10,15250,BARANZATE,3
2020-11-10,17029,BRESCIA,3
2020-11-10,17179,SIRMIONE,1
2020-11-10,18083,LOMELLO,2
2020-11-10,19036,CREMONA,1
2020-11-10,21001,ALDINO,28
2020-11-10,21002,ANDRIANO,17
2020-11-10,21003,ANTERIVO,12
2020-11-10,21004,APPIANO SULLA STRADA DEL VINO,383
2020-11-10,21005,AVELENGO,9
2020-11-10,21006,BADIA,58
2020-11-10,21007,BARBIANO,23
2020-11-10,21008,BOLZANO,3709
2020-11-10,21009,BRAIES,29
2020-11-10,21010,BRENNERO,46
2020-11-10,21011,BRESSANONE,482
2020-11-10,21012,BRONZOLO,91
2020-11-10,21013,BRUNICO,429
2020-11-10,21014,CAINES,7
2020-11-10,21015,CALDARO SULLA STRADA DEL VINO,164
2020-11-10,21016,CAMPO DI TRENS,98
2020-11-10,21017,CAMPO TURES,76
2020-11-10,21018,CASTELBELLO-CIARDES,17
2020-11-10,21019,CASTELROTTO,120
2020-11-10,21020,CERMES,40
2020-11-10,21021,CHIENES,59
2020-11-10,21022,CHIUSA,113
2020-11-10,21023,CORNEDO ALL'ISARCO,115
2020-11-10,21024,CORTACCIA SULLA STRADA DEL VINO,21
2020-11-10,21025,CORTINA SULLA STRADA DEL VINO,17
2020-11-10,21026,CORVARA IN BADIA,34
2020-11-10,21027,CURON VENOSTA,32
2020-11-10,21028,DOBBIACO,42
2020-11-10,21029,EGNA,135
2020-11-10,21030,FALZES,62
2020-11-10,21031,FIE' ALLO SCILIAR,48
2020-11-10,21032,FORTEZZA,24
2020-11-10,21033,FUNES,46
2020-11-10,21034,GAIS,63
2020-11-10,21035,GARGAZZONE,38
2020-11-10,21036,GLORENZA,19
2020-11-10,21037,LACES,42
2020-11-10,21038,LAGUNDO,81
2020-11-10,21039,LAION,56
2020-11-10,21040,LAIVES,812
2020-11-10,21041,LANA,184
2020-11-10,21042,LASA,53
2020-11-10,21043,LAUREGNO,2
2020-11-10,21044,LUSON,18
2020-11-10,21045,MAGRE' SULLA STRADA DEL VINO,16
2020-11-10,21046,MALLES VENOSTA,172
2020-11-10,21047,MAREBBE,53
2020-11-10,21048,MARLENGO,27
2020-11-10,21049,MARTELLO,8
2020-11-10,21050,MELTINA,37
2020-11-10,21051,MERANO,802
2020-11-10,21052,MONGUELFO - TESIDO,113
2020-11-10,21053,MONTAGNA,43
2020-11-10,21054,MOSO IN PASSIRIA,24
2020-11-10,21055,NALLES,50
2020-11-10,21056,NATURNO,64
2020-11-10,21057,NAZ-SCIAVES,54
2020-11-10,21058,NOVA LEVANTE,34
2020-11-10,21059,NOVA PONENTE,41
2020-11-10,21060,ORA,112
2020-11-10,21061,ORTISEI,77
2020-11-10,21062,PARCINES,33
2020-11-10,21063,PERCA,23
2020-11-10,21064,PLAUS,13
2020-11-10,21065,PONTE GARDENA,3
2020-11-10,21066,POSTAL,39
2020-11-10,21067,PRATO ALLO STELVIO,82
2020-11-10,21068,PREDOI,13
2020-11-10,21070,RACINES,202
2020-11-10,21071,RASUN ANTERSELVA,79
2020-11-10,21072,RENON,104
2020-11-10,21073,RIFIANO,14
2020-11-10,21074,RIO DI PUSTERIA,33
2020-11-10,21075,RODENGO,14
2020-11-10,21076,SALORNO SULLA STRADA DEL VINO,90
2020-11-10,21077,SAN CANDIDO,71
2020-11-10,21079,SAN GENESIO ATESINO,59
2020-11-10,21080,SAN LEONARDO IN PASSIRIA,66
2020-11-10,21081,SAN LORENZO DI SEBATO,87
2020-11-10,21082,SAN MARTINO IN BADIA,27
2020-11-10,21083,SAN MARTINO IN PASSIRIA,38
2020-11-10,21084,SAN PANCRAZIO,17
2020-11-10,21085,SANTA CRISTINA VALGARDENA,36
2020-11-10,21086,SARENTINO,203
2020-11-10,21087,SCENA,38
2020-11-10,21088,SELVA DEI MOLINI,18
2020-11-10,21089,SELVA DI VAL GARDENA,55
2020-11-10,21091,SENALES,12
2020-11-10,21092,SESTO,175
2020-11-10,21093,SILANDRO,84
2020-11-10,21094,SLUDERNO,79
2020-11-10,21095,STELVIO,17
2020-11-10,21096,TERENTO,13
2020-11-10,21097,TERLANO,147
2020-11-10,21098,TERMENO SULLA STRADA DEL VINO,48
2020-11-10,21099,TESIMO,53
2020-11-10,21100,TIRES,10
2020-11-10,21101,TIROLO,31
2020-11-10,21102,TRODENA NEL PARCO NATURALE,16
2020-11-10,21103,TUBRE,34
2020-11-10,21104,ULTIMO,8
2020-11-10,21105,VADENA,43
2020-11-10,21106,VALDAORA,64
