datum,ISTAT_code,name_IT,totals
2020-12-01,1024,BEINASCO,1
2020-12-01,1090,COLLEGNO,1
2020-12-01,1125,IVREA,1
2020-12-01,1139,LUSERNA SAN GIOVANNI,1
2020-12-01,1156,MONCALIERI,1
2020-12-01,1272,TORINO,5
2020-12-01,3106,NOVARA,1
2020-12-01,5015,CALOSSO,1
2020-12-01,6029,CAPRIATA D'ORBA,1
2020-12-01,6047,CASTELLAZZO BORMIDA,1
2020-12-01,6094,MIRABELLO MONFERRATO,1
2020-12-01,6174,TORTONA,1
2020-12-01,10025,GENOVA,11
2020-12-01,10028,LAVAGNA,1
2020-12-01,10046,RAPALLO,1
2020-12-01,12014,BIANDRONNO,1
2020-12-01,13040,CAMPIONE D'ITALIA,1
2020-12-01,13046,CARIMATE,1
2020-12-01,13075,COMO,1
2020-12-01,13157,MONTORFANO,1
2020-12-01,15027,BOLLATE,1
2020-12-01,15140,MELEGNANO,1
2020-12-01,15146,MILANO,11
2020-12-01,15154,NERVIANO,1
2020-12-01,15250,BARANZATE,3
2020-12-01,16193,SARNICO,1
2020-12-01,17029,BRESCIA,4
2020-12-01,17074,GARDONE RIVIERA,1
2020-12-01,17179,SIRMIONE,1
2020-12-01,18083,LOMELLO,2
2020-12-01,18182,VOGHERA,1
2020-12-01,19003,ANNICCO,1
2020-12-01,19035,CREMA,1
2020-12-01,20026,GOITO,1
2020-12-01,21001,ALDINO,42
2020-12-01,21002,ANDRIANO,32
2020-12-01,21003,ANTERIVO,14
2020-12-01,21004,APPIANO SULLA STRADA DEL VINO,593
2020-12-01,21005,AVELENGO,13
2020-12-01,21006,BADIA,85
2020-12-01,21007,BARBIANO,33
2020-12-01,21008,BOLZANO,6384
2020-12-01,21009,BRAIES,33
2020-12-01,21010,BRENNERO,77
2020-12-01,21011,BRESSANONE,831
2020-12-01,21012,BRONZOLO,161
2020-12-01,21013,BRUNICO,714
2020-12-01,21014,CAINES,10
2020-12-01,21015,CALDARO SULLA STRADA DEL VINO,286
2020-12-01,21016,CAMPO DI TRENS,111
2020-12-01,21017,CAMPO TURES,153
2020-12-01,21018,CASTELBELLO-CIARDES,42
2020-12-01,21019,CASTELROTTO,152
2020-12-01,21020,CERMES,54
2020-12-01,21021,CHIENES,90
2020-12-01,21022,CHIUSA,222
2020-12-01,21023,CORNEDO ALL'ISARCO,170
2020-12-01,21024,CORTACCIA SULLA STRADA DEL VINO,38
2020-12-01,21025,CORTINA SULLA STRADA DEL VINO,28
2020-12-01,21026,CORVARA IN BADIA,45
2020-12-01,21027,CURON VENOSTA,68
2020-12-01,21028,DOBBIACO,68
2020-12-01,21029,EGNA,209
