deceased_delta,deceased_senior_residents,deceased_total,hospitalized_icu,hospitalized_normal,hospitalized_suspicious,isolated_current,isolated_released,isolated_senior_employees,isolated_senior_residents,isolated_total,positive_delta,positive_familydoctors,positive_sabes_employees,positive_senior_employees,positive_senior_residents,positive_total,recovered_senior_residents,recovered_total,swabs_delta,swabs_total,tested_total
9,,44,48,204,66,,,,,,,,,65,,789,,,,6631,4292
