datum,ISTAT_code,name_IT,totals
2020-11-12,1125,IVREA,1
2020-11-12,1139,LUSERNA SAN GIOVANNI,1
2020-11-12,1156,MONCALIERI,1
2020-11-12,1272,TORINO,5
2020-11-12,3106,NOVARA,1
2020-11-12,5015,CALOSSO,1
2020-11-12,6047,CASTELLAZZO BORMIDA,1
2020-11-12,6094,MIRABELLO MONFERRATO,1
2020-11-12,6174,TORTONA,1
2020-11-12,10025,GENOVA,9
2020-11-12,10028,LAVAGNA,1
2020-11-12,10046,RAPALLO,1
2020-11-12,12014,BIANDRONNO,1
2020-11-12,13040,CAMPIONE D'ITALIA,1
2020-11-12,13046,CARIMATE,1
2020-11-12,13075,COMO,1
2020-11-12,13157,MONTORFANO,1
2020-11-12,15027,BOLLATE,1
2020-11-12,15140,MELEGNANO,1
2020-11-12,15146,MILANO,5
2020-11-12,15250,BARANZATE,3
2020-11-12,16193,SARNICO,1
2020-11-12,17029,BRESCIA,3
2020-11-12,17179,SIRMIONE,1
2020-11-12,18083,LOMELLO,2
2020-11-12,18182,VOGHERA,1
2020-11-12,19036,CREMONA,1
2020-11-12,21001,ALDINO,30
2020-11-12,21002,ANDRIANO,18
2020-11-12,21003,ANTERIVO,12
2020-11-12,21004,APPIANO SULLA STRADA DEL VINO,399
2020-11-12,21005,AVELENGO,10
2020-11-12,21006,BADIA,57
2020-11-12,21007,BARBIANO,25
2020-11-12,21008,BOLZANO,4010
2020-11-12,21009,BRAIES,29
2020-11-12,21010,BRENNERO,50
2020-11-12,21011,BRESSANONE,510
2020-11-12,21012,BRONZOLO,95
2020-11-12,21013,BRUNICO,458
2020-11-12,21014,CAINES,7
2020-11-12,21015,CALDARO SULLA STRADA DEL VINO,173
2020-11-12,21016,CAMPO DI TRENS,99
2020-11-12,21017,CAMPO TURES,79
2020-11-12,21018,CASTELBELLO-CIARDES,19
2020-11-12,21019,CASTELROTTO,125
2020-11-12,21020,CERMES,41
2020-11-12,21021,CHIENES,64
2020-11-12,21022,CHIUSA,123
2020-11-12,21023,CORNEDO ALL'ISARCO,117
2020-11-12,21024,CORTACCIA SULLA STRADA DEL VINO,21
2020-11-12,21025,CORTINA SULLA STRADA DEL VINO,17
2020-11-12,21026,CORVARA IN BADIA,36
2020-11-12,21027,CURON VENOSTA,35
2020-11-12,21028,DOBBIACO,48
2020-11-12,21029,EGNA,137
2020-11-12,21030,FALZES,64
2020-11-12,21031,FIE' ALLO SCILIAR,52
2020-11-12,21032,FORTEZZA,25
2020-11-12,21033,FUNES,49
2020-11-12,21034,GAIS,68
2020-11-12,21035,GARGAZZONE,46
2020-11-12,21036,GLORENZA,23
2020-11-12,21037,LACES,51
2020-11-12,21038,LAGUNDO,100
2020-11-12,21039,LAION,63
2020-11-12,21040,LAIVES,854
2020-11-12,21041,LANA,207
2020-11-12,21042,LASA,60
2020-11-12,21043,LAUREGNO,2
2020-11-12,21044,LUSON,19
2020-11-12,21045,MAGRE' SULLA STRADA DEL VINO,18
2020-11-12,21046,MALLES VENOSTA,188
2020-11-12,21047,MAREBBE,65
2020-11-12,21048,MARLENGO,34
2020-11-12,21049,MARTELLO,9
2020-11-12,21050,MELTINA,38
2020-11-12,21051,MERANO,899
2020-11-12,21052,MONGUELFO - TESIDO,116
2020-11-12,21053,MONTAGNA,44
2020-11-12,21054,MOSO IN PASSIRIA,29
2020-11-12,21055,NALLES,55
2020-11-12,21056,NATURNO,75
2020-11-12,21057,NAZ-SCIAVES,54
2020-11-12,21058,NOVA LEVANTE,36
2020-11-12,21059,NOVA PONENTE,46
2020-11-12,21060,ORA,114
2020-11-12,21061,ORTISEI,82
2020-11-12,21062,PARCINES,36
2020-11-12,21063,PERCA,28
2020-11-12,21064,PLAUS,16
2020-11-12,21065,PONTE GARDENA,5
2020-11-12,21066,POSTAL,44
2020-11-12,21067,PRATO ALLO STELVIO,92
2020-11-12,21068,PREDOI,13
2020-11-12,21070,RACINES,207
2020-11-12,21071,RASUN ANTERSELVA,84
2020-11-12,21072,RENON,115
2020-11-12,21073,RIFIANO,17
2020-11-12,21074,RIO DI PUSTERIA,35
2020-11-12,21075,RODENGO,17
2020-11-12,21076,SALORNO SULLA STRADA DEL VINO,94
2020-11-12,21077,SAN CANDIDO,75
2020-11-12,21079,SAN GENESIO ATESINO,65
2020-11-12,21080,SAN LEONARDO IN PASSIRIA,77
2020-11-12,21081,SAN LORENZO DI SEBATO,99
2020-11-12,21082,SAN MARTINO IN BADIA,29
2020-11-12,21083,SAN MARTINO IN PASSIRIA,41
2020-11-12,21084,SAN PANCRAZIO,19
2020-11-12,21085,SANTA CRISTINA VALGARDENA,41
2020-11-12,21086,SARENTINO,227
2020-11-12,21087,SCENA,47
2020-11-12,21088,SELVA DEI MOLINI,21
2020-11-12,21089,SELVA DI VAL GARDENA,64
2020-11-12,21091,SENALES,15
2020-11-12,21092,SESTO,176
2020-11-12,21093,SILANDRO,95
2020-11-12,21094,SLUDERNO,84
2020-11-12,21095,STELVIO,18
2020-11-12,21096,TERENTO,16
2020-11-12,21097,TERLANO,149
2020-11-12,21098,TERMENO SULLA STRADA DEL VINO,49
2020-11-12,21099,TESIMO,56
2020-11-12,21100,TIRES,10
2020-11-12,21101,TIROLO,36
2020-11-12,21102,TRODENA NEL PARCO NATURALE,17
2020-11-12,21103,TUBRE,39
2020-11-12,21104,ULTIMO,9
2020-11-12,21105,VADENA,45
2020-11-12,21106,VALDAORA,67
2020-11-12,21107,VAL DI VIZZE,137
2020-11-12,21108,VALLE AURINA,85
2020-11-12,21109,VALLE DI CASIES,63
2020-11-12,21110,VANDOIES,46
2020-11-12,21111,VARNA,89
2020-11-12,21112,VERANO,7
2020-11-12,21113,VILLABASSA,64
2020-11-12,21114,VILLANDRO,35
2020-11-12,21115,VIPITENO,222
2020-11-12,21116,VELTURNO,101
2020-11-12,21117,LA VALLE,31
2020-11-12,21118,SENALE-SAN FELICE,7
2020-11-12,22001,ALA,1
2020-11-12,22009,BASELGA DI PINE',1
2020-11-12,22029,CADERZONE TERME,1
2020-11-12,22039,CANAZEI,1
2020-11-12,22051,CAVARENO,2
2020-11-12,22053,CAVEDINE,1
2020-11-12,22062,CLES,1
2020-11-12,22079,DRO,1
2020-11-12,22116,MEZZOCORONA,3
2020-11-12,22117,MEZZOLOMBARDO,1
2020-11-12,22118,MOENA,1
2020-11-12,22131,OSSANA,1
2020-11-12,22133,PALU' DEL FERSINA,1
2020-11-12,22139,PERGINE VALSUGANA,1
2020-11-12,22143,PINZOLO,1
2020-11-12,22153,RIVA DEL GARDA,1
2020-11-12,22155,ROMENO,1
2020-11-12,22159,RONZONE,1
2020-11-12,22160,ROVERE' DELLA LUNA,1
2020-11-12,22161,ROVERETO,1
2020-11-12,22162,RUFFRE',1
2020-11-12,22167,SAN MICHELE ALL'ADIGE,1
2020-11-12,22196,TESERO,1
2020-11-12,22205,TRENTO,18
2020-11-12,22213,VERMIGLIO,1
2020-11-12,22233,DIMARO FOLGARIDA,1
2020-11-12,22245,PRIMIERO SAN MARTINO DI CASTROZZA,2
2020-11-12,22248,VALLELAGHI,1
2020-11-12,22249,VILLE D'ANAUNIA,1
2020-11-12,22250,SAN GIOVANNI DI FASSA-SEN JAN,2
2020-11-12,22251,TERRE D'ADIGE,2
2020-11-12,22252,BORGO D'ANAUNIA,2
2020-11-12,22254,VILLE DI FIEMME,2
2020-11-12,23012,BOVOLONE,2
2020-11-12,23022,CASTELNUOVO DEL GARDA,1
2020-11-12,23025,CEREA,1
2020-11-12,23043,LAZISE,1
2020-11-12,23063,RONCA',1
2020-11-12,23073,SAN MARTINO BUON ALBERGO,1
2020-11-12,23091,VERONA,2
2020-11-12,23094,VIGASIO,1
2020-11-12,24017,BROGLIANO,1
2020-11-12,24057,MAROSTICA,1
2020-11-12,24094,SAN PIETRO MUSSOLINO,1
2020-11-12,24103,SOVIZZO,1
2020-11-12,24111,VALDAGNO,2
2020-11-12,25005,AURONZO DI CADORE,1
2020-11-12,25014,COLLE SANTA LUCIA,1
2020-11-12,25015,COMELICO SUPERIORE,1
2020-11-12,25016,CORTINA D'AMPEZZO,2
2020-11-12,25039,PIEVE DI CADORE,2
2020-11-12,25040,PONTE NELLE ALPI,1
2020-11-12,25047,SAN PIETRO DI CADORE,5
2020-11-12,25050,SANTO STEFANO DI CADORE,1
2020-11-12,25065,VIGO DI CADORE,1
2020-11-12,26031,GAIARINE,1
2020-11-12,26043,MOGLIANO VENETO,1
2020-11-12,26062,POVEGLIANO,1
2020-11-12,26082,SPRESIANO,1
2020-11-12,26086,TREVISO,1
2020-11-12,26088,VAZZOLA,1
2020-11-12,27005,CAORLE,1
2020-11-12,27011,CONCORDIA SAGITTARIA,1
2020-11-12,27033,SAN DONA' DI PIAVE,1
2020-11-12,27036,SAN STINO DI LIVENZA,1
2020-11-12,27042,VENEZIA,3
2020-11-12,28016,CADONEGHE,1
2020-11-12,28034,CONSELVE,3
2020-11-12,28048,MASERA' DI PADOVA,1
2020-11-12,28060,PADOVA,1
2020-11-12,28069,PONTE SAN NICOLO',1
2020-11-12,28086,SELVAZZANO DENTRO,1
2020-11-12,28103,VILLAFRANCA PADOVANA,1
2020-11-12,29041,ROVIGO,1
2020-11-12,30018,CARLINO,1
2020-11-12,30026,CIVIDALE DEL FRIULI,1
2020-11-12,30031,COSEANO,1
2020-11-12,30047,LAUCO,1
2020-11-12,30055,MANZANO,1
2020-11-12,30064,MUZZANA DEL TURGNANO,1
2020-11-12,31007,GORIZIA,1
2020-11-12,32001,DUINO-AURISINA,1
2020-11-12,32006,TRIESTE,6
2020-11-12,34027,PARMA,1
2020-11-12,35020,CORREGGIO,1
2020-11-12,36005,CARPI,1
2020-11-12,36015,FORMIGINE,1
2020-11-12,37006,BOLOGNA,2
2020-11-12,37024,CREVALCORE,1
2020-11-12,37028,GALLIERA,1
2020-11-12,37032,IMOLA,1
2020-11-12,37045,MORDANO,1
2020-11-12,37061,VALSAMOGGIA,1
2020-11-12,38008,FERRARA,1
2020-11-12,39012,LUGO,1
2020-11-12,39014,RAVENNA,1
2020-11-12,40012,FORLI',1
2020-11-12,41014,FERMIGNANO,1
2020-11-12,43023,MACERATA,1
2020-11-12,43043,POTENZA PICENA,1
2020-11-12,44045,MONTEPRANDONE,1
2020-11-12,48004,BORGO SAN LORENZO,1
2020-11-12,48017,FIRENZE,4
2020-11-12,48025,LONDA,1
2020-11-12,48032,PELAGO,1
2020-11-12,50026,PISA,3
2020-11-12,52017,MONTERONI D'ARBIA,1
2020-11-12,53010,GAVORRANO,1
2020-11-12,53011,GROSSETO,1
2020-11-12,55029,SAN GEMINI,1
2020-11-12,56042,ORTE,1
2020-11-12,56059,VITERBO,2
2020-11-12,57052,POGGIO CATINO,1
2020-11-12,58007,ANZIO,1
2020-11-12,58047,GUIDONIA MONTECELIO,1
2020-11-12,58091,ROMA,15
2020-11-12,58107,TREVIGNANO ROMANO,1
2020-11-12,59009,GAETA,1
2020-11-12,59011,LATINA,2
2020-11-12,60007,AQUINO,1
2020-11-12,60038,FROSINONE,1
2020-11-12,61018,CASAGIOVE,1
2020-11-12,61022,CASERTA,1
2020-11-12,61052,MONDRAGONE,1
2020-11-12,61053,ORTA DI ATELLA,1
2020-11-12,62074,TELESE TERME,1
2020-11-12,63001,ACERRA,2
2020-11-12,63002,AFRAGOLA,1
2020-11-12,63049,NAPOLI,4
2020-11-12,63066,SAN GENNARO VESUVIANO,1
2020-11-12,63087,VILLARICCA,1
2020-11-12,64084,SAN MICHELE DI SERINO,1
2020-11-12,65002,AGROPOLI,2
2020-11-12,65082,OLEVANO SUL TUSCIANO,1
2020-11-12,65116,SALERNO,1
2020-11-12,65137,SCAFATI,1
2020-11-12,67008,CAMPLI,1
2020-11-12,67044,TORTORETO,1
2020-11-12,68022,MANOPPELLO,1
2020-11-12,69013,CASACANDITELLA,1
2020-11-12,69099,VASTO,1
2020-11-12,71007,BOVINO,1
2020-11-12,71024,FOGGIA,2
2020-11-12,71029,MANFREDONIA,1
2020-11-12,71051,SAN SEVERO,1
2020-11-12,71052,SANT' AGATA DI PUGLIA,1
2020-11-12,71056,TORREMAGGIORE,1
2020-11-12,71060,VIESTE,2
2020-11-12,72006,BARI,3
2020-11-12,72011,BITONTO,2
2020-11-12,72019,CONVERSANO,1
2020-11-12,72022,GIOVINAZZO,1
2020-11-12,72023,GRAVINA IN PUGLIA,1
2020-11-12,72029,MOLFETTA,1
2020-11-12,72048,VALENZANO,1
2020-11-12,73004,CRISPIANO,1
2020-11-12,73021,PALAGIANO,1
2020-11-12,74007,FASANO,1
2020-11-12,75035,LECCE,1
2020-11-12,75048,MONTERONI DI LECCE,1
2020-11-12,76025,CASTELSARACENO,1
2020-11-12,76066,RIONERO IN VULTURE,1
2020-11-12,79033,CONFLENTI,1
2020-11-12,79146,TAVERNA,1
2020-11-12,80028,CITTANOVA,1
2020-11-12,80036,GERACE,1
2020-11-12,80053,MONTEBELLO IONICO,1
2020-11-12,81004,CAMPOBELLO DI MAZARA,2
2020-11-12,81021,TRAPANI,1
2020-11-12,82017,CAMPOFELICE DI ROCCELLA,1
2020-11-12,82029,CHIUSA SCLAFANI,1
2020-11-12,82053,PALERMO,3
2020-11-12,82079,VILLABATE,1
2020-11-12,83048,MESSINA,2
2020-11-12,83061,NIZZA DI SICILIA,1
2020-11-12,84001,AGRIGENTO,2
2020-11-12,84021,LICATA,1
2020-11-12,84029,RACALMUTO,1
2020-11-12,85004,CALTANISSETTA,1
2020-11-12,85016,SAN CATALDO,1
2020-11-12,88004,GIARRATANA,1
2020-11-12,89017,SIRACUSA,1
2020-11-12,90064,SASSARI,2
2020-11-12,90083,GOLFO ARANCI,1
2020-11-12,92009,CAGLIARI,3
2020-11-12,92015,DECIMOMANNU,1
2020-11-12,92051,QUARTU SANT'ELENA,1
2020-11-12,93032,PORCIA,1
2020-11-12,93036,ROVEREDO IN PIANO,1
2020-11-12,97048,MERATE,1
2020-11-12,97059,OLGINATE,1
2020-11-12,97065,PASTURO,1
2020-11-12,99002,CATTOLICA,1
2020-11-12,99018,SANTARCANGELO DI ROMAGNA,1
2020-11-12,101017,PETILIA POLICASTRO,1
2020-11-12,102037,SERRA SAN BRUNO,1
2020-11-12,103028,DOMODOSSOLA,1
2020-11-12,108024,GIUSSANO,1
2020-11-12,108030,MEDA,1
2020-11-12,108033,MONZA,2
2020-11-12,109001,ALTIDONA,1
2020-11-12,109034,PORTO SANT'ELPIDIO,1
2020-11-12,110002,BARLETTA,1
2020-11-12,110004,CANOSA DI PUGLIA,1
2020-11-12,110010,TRINITAPOLI,1
2020-11-12,111009,CARBONIA,1
2020-11-12,111034,GUSPINI,2
2020-11-12,111062,SAN GAVINO MONREALE,1
