datum,ISTAT_code,name_IT,totals
2020-04-06,21001,ALDINO,3
2020-04-06,21002,ANDRIANO,2
2020-04-06,21003,ANTERIVO,2
2020-04-06,21004,APPIANO SULLA STRADA DEL VINO,116
2020-04-06,21005,AVELENGO,1
2020-04-06,21006,BADIA,26
2020-04-06,21007,BARBIANO,3
2020-04-06,21008,BOLZANO,358
2020-04-06,21009,BRAIES,5
2020-04-06,21010,BRENNERO,11
2020-04-06,21011,BRESSANONE,77
2020-04-06,21012,BRONZOLO,9
2020-04-06,21013,BRUNICO,37
2020-04-06,21015,CALDARO SULLA STRADA DEL VINO,12
2020-04-06,21016,CAMPO DI TRENS,7
2020-04-06,21017,CAMPO TURES,8
2020-04-06,21019,CASTELROTTO,78
2020-04-06,21021,CHIENES,11
2020-04-06,21022,CHIUSA,10
2020-04-06,21023,CORNEDO ALL'ISARCO,10
2020-04-06,21024,CORTACCIA SULLA STRADA DEL VINO,2
2020-04-06,21025,CORTINA SULLA STRADA DEL VINO,3
2020-04-06,21026,CORVARA IN BADIA,19
2020-04-06,21027,CURON VENOSTA,2
2020-04-06,21028,DOBBIACO,5
2020-04-06,21029,EGNA,16
2020-04-06,21030,FALZES,7
2020-04-06,21031,FIE' ALLO SCILIAR,11
2020-04-06,21032,FORTEZZA,4
2020-04-06,21033,FUNES,12
2020-04-06,21034,GAIS,4
2020-04-06,21035,GARGAZZONE,1
2020-04-06,21117,LA VALLE,9
2020-04-06,21038,LAGUNDO,8
2020-04-06,21039,LAION,18
2020-04-06,21040,LAIVES,65
2020-04-06,21041,LANA,11
2020-04-06,21042,LASA,2
2020-04-06,21044,LUSON,1
2020-04-06,21045,MAGRE' SULLA STRADA DEL VINO,1
2020-04-06,21046,MALLES VENOSTA,1
2020-04-06,21047,MAREBBE,14
2020-04-06,21048,MARLENGO,1
2020-04-06,21050,MELTINA,3
2020-04-06,21051,MERANO,81
2020-04-06,21052,MONGUELFO - TESIDO,7
2020-04-06,21053,MONTAGNA,14
2020-04-06,21054,MOSO IN PASSIRIA,12
2020-04-06,21055,NALLES,3
2020-04-06,21056,NATURNO,1
2020-04-06,21057,NAZ-SCIAVES,7
2020-04-06,21058,NOVA LEVANTE,1
2020-04-06,21059,NOVA PONENTE,5
2020-04-06,21060,ORA,35
2020-04-06,21061,ORTISEI,51
2020-04-06,21063,PERCA,4
2020-04-06,21066,POSTAL,4
2020-04-06,21067,PRATO ALLO STELVIO,3
2020-04-06,21068,PREDOI,3
2020-04-06,21070,RACINES,21
2020-04-06,21071,RASUN ANTERSELVA,2
2020-04-06,21072,RENON,13
2020-04-06,21073,RIFIANO,5
2020-04-06,21074,RIO DI PUSTERIA,2
2020-04-06,21075,RODENGO,4
2020-04-06,21076,SALORNO SULLA STRADA DEL VINO,13
2020-04-06,21077,SAN CANDIDO,18
2020-04-06,21079,SAN GENESIO ATESINO,8
2020-04-06,21080,SAN LEONARDO IN PASSIRIA,27
2020-04-06,21081,SAN LORENZO DI SEBATO,9
2020-04-06,21082,SAN MARTINO IN BADIA,5
2020-04-06,21083,SAN MARTINO IN PASSIRIA,8
2020-04-06,21084,SAN PANCRAZIO,3
2020-04-06,21085,SANTA CRISTINA VALGARDENA,26
2020-04-06,21086,SARENTINO,4
2020-04-06,21087,SCENA,2
2020-04-06,21088,SELVA DEI MOLINI,1
2020-04-06,21089,SELVA DI VAL GARDENA,42
2020-04-06,21118,SENALE-SAN FELICE,4
2020-04-06,21092,SESTO,1
2020-04-06,21093,SILANDRO,3
2020-04-06,21097,TERLANO,20
2020-04-06,21098,TERMENO SULLA STRADA DEL VINO,2
2020-04-06,21099,TESIMO,6
2020-04-06,21100,TIRES,1
2020-04-06,21101,TIROLO,3
2020-04-06,21102,TRODENA NEL PARCO NATURALE,5
2020-04-06,21104,ULTIMO,1
2020-04-06,21105,VADENA,4
2020-04-06,21107,VAL DI VIZZE,11
2020-04-06,21106,VALDAORA,9
2020-04-06,21108,VALLE AURINA,9
2020-04-06,21109,VALLE DI CASIES,8
2020-04-06,21110,VANDOIES,5
2020-04-06,21111,VARNA,17
2020-04-06,21116,VELTURNO,7
2020-04-06,21113,VILLABASSA,25
2020-04-06,21114,VILLANDRO,1
2020-04-06,21115,VIPITENO,21
